WKT,ID,Color,Bateria_Li,Res_NumPla
"MULTILINESTRING Z ((442955.8994 4478773.3809 0,442968.7882 4478772.8994 0,443010.8994 4478771.5291 0))",2741721,Verde,Línea,11
"MULTILINESTRING Z ((440821.6209 4479418.0452 0,440826.3982 4479416.3772 0))",2741722,Verde,Línea,1
"MULTILINESTRING Z ((438130.0845 4475563.6587 0,438135.5012 4475557.0754 0))",2741799,Verde,Línea,1
"MULTILINESTRING Z ((438920.3345 4475489.492 0,438964.5012 4475514.1587 0))",2741800,Verde,Línea,11
"MULTILINESTRING Z ((440653.5012 4476077.4087 0,440648.5012 4476094.4087 0))",2741801,Verde,Línea,3
"MULTILINESTRING Z ((440646.5012 4476101.742 0,440644.0845 4476110.1587 0))",2741802,Verde,Línea,2
"MULTILINESTRING Z ((440641.1679 4476118.242 0,440643.7512 4476110.242 0))",2741803,Verde,Línea,1
"MULTILINESTRING Z ((438303.2169 4475087.0884 0,438328.2825 4475116.5704 0))",2741934,Verde,Línea,7
"MULTILINESTRING Z ((438293.7874 4475087.4465 0,438319.9273 4475116.9285 0))",2741935,Verde,Línea,8
"MULTILINESTRING Z ((438275.8834 4475038.5088 0,438277.4351 4475033.257 0,438278.1512 4475028.0051 0,438277.077 4475021.0822 0))",2741936,Azul,Línea,3
"MULTILINESTRING Z ((438266.5733 4475049.3706 0,438266.9314 4475043.1639 0,438267.6475 4475036.599 0))",2741939,Azul,Línea,2
"MULTILINESTRING Z ((444514.9981 4475926.3727 0,444518.4549 4475906.5044 0))",2742029,Verde,Línea,4
"MULTILINESTRING Z ((438348.4146 4475109.6873 0,438379.2891 4475075.3115 0))",2742037,Verde,Batería,20
"MULTILINESTRING Z ((438348.0963 4475101.4912 0,438378.7321 4475067.8316 0))",2742038,Verde,Línea,9
"MULTILINESTRING Z ((445451.5249 4475748.4138 0,445523.7553 4475787.3768 0))",2742052,Verde,Batería,31
"MULTILINESTRING Z ((440653.7142 4481813.0105 0,440666.9734 4481789.7142 0))",2742063,Verde,Línea,5
"MULTILINESTRING Z ((441048.1092 4479256.3809 0,441039.1463 4479245.1957 0))",2742233,Azul,Batería,7
"MULTILINESTRING Z ((441165.7512 4473125.1587 0,441166.4179 4473131.6587 0))",2742243,Azul,Línea,1
"MULTILINESTRING Z ((442776.4919 4479079.4179 0,442761.4549 4479080.3439 0))",2742259,Azul,Línea,3
"MULTILINESTRING Z ((440341.2203 4480145.7636 0,440345.7142 4480161.385 0))",2742270,Verde,Línea,3
"MULTILINESTRING Z ((440325.0228 4480140.9461 0,440288.0012 4480149.5754 0))",2742271,Verde,Línea,7
"MULTILINESTRING Z ((440190.8171 4479908.5126 0,440196.4302 4479927.3768 0))",2742282,Verde,Línea,4
"MULTILINESTRING Z ((440265.4673 4479991.5908 0,440261.4673 4480007.5167 0))",2742287,Verde,Línea,3
"MULTILINESTRING Z ((440231.7306 4480110.6317 0,440235.8709 4480112.8758 0,440239.2062 4480114.8688 0))",2742296,Verde,Línea,2
"MULTILINESTRING Z ((440176.029 4480136.992 0,440179.6679 4480136.5754 0,440185.8345 4480136.242 0))",2742311,Verde,Línea,2
"MULTILINESTRING Z ((440304.4467 4479987.9858 0,440296.2327 4479977.2863 0))",2742321,Verde,Batería,7
"MULTILINESTRING Z ((440307.2203 4479973.6896 0,440302.6524 4479968.1834 0))",2742324,Verde,Línea,1
"MULTILINESTRING Z ((440324.101 4479939.1957 0,440318.5372 4479943.4097 0,440317.6812 4479943.9529 0,440315.9693 4479944.776 0,440314.2903 4479945.2863 0,440312.7594 4479946.0435 0,440311.3438 4479946.85 0,440297.3191 4479958.1751 0))",2742332,Verde,Línea,6
"MULTILINESTRING Z ((440287.566 4479897.5661 0,440308.0105 4479925.7883 0))",2742336,Verde,Línea,6
"MULTILINESTRING Z ((443857.0845 4474360.5754 0,443865.4179 4474368.0754 0))",2742338,Verde,Línea,2
"MULTILINESTRING Z ((437271.3345 4473166.0754 0,437312.5012 4473152.4087 0))",2742341,Verde,Línea,10
"MULTILINESTRING Z ((440352.1504 4479918.3398 0,440335.1792 4479931.6566 0))",2742347,Verde,Línea,5
"MULTILINESTRING Z ((440348.4796 4479963.0311 0,440390.0434 4480018.5373 0))",2742353,Verde,Línea,14
"MULTILINESTRING Z ((440370.1586 4480044.8624 0,440420.2697 4480012.1957 0))",2742369,Verde,Línea,12
"MULTILINESTRING Z ((440370.4302 4480062.455 0,440376.3315 4480073.2698 0))",2742377,Verde,Línea,2
"MULTILINESTRING Z ((442276.2512 4476482.242 0,442277.4179 4476495.4087 0))",2742398,Verde,Línea,2
"MULTILINESTRING Z ((440505.6031 4480049.5291 0,440511.1586 4480056.3809 0))",2742399,Verde,Línea,1
"MULTILINESTRING Z ((442285.9179 4476492.1587 0,442285.4179 4476485.992 0))",2742401,Verde,Batería,2
"MULTILINESTRING Z ((442282.9179 4476451.242 0,442285.3345 4476484.9087 0))",2742404,Verde,Línea,7
"MULTILINESTRING Z ((440486.7128 4479955.728 0,440456.9954 4479904.3809 0))",2742408,Verde,Línea,12
"MULTILINESTRING Z ((442316.4179 4476367.6587 0,442353.6679 4476364.8254 0))",2742412,Verde,Batería,14
"MULTILINESTRING Z ((440579.5166 4480078.134 0,440604.9981 4480113.5167 0))",2742413,Verde,Línea,9
"MULTILINESTRING Z ((441953.9179 4476246.6587 0,441951.2512 4476206.6587 0))",2742431,Verde,Línea,8
"MULTILINESTRING Z ((442041.3345 4476082.992 0,442043.9179 4476121.5754 0))",2742441,Azul,Línea,8
"MULTILINESTRING Z ((442040.1679 4476066.9087 0,442041.0012 4476078.3254 0))",2742442,Azul,Línea,2
"MULTILINESTRING Z ((440052.7759 4479856.1834 0,440065.4673 4479855.4673 0))",2742445,Verde,Línea,2
"MULTILINESTRING Z ((440093.4179 4479692.0476 0,440101.9734 4479677.8254 0))",2742454,Verde,Línea,3
"MULTILINESTRING Z ((439930.8623 4479798.8809 0,439930.9179 4479805.7142 0,439931.029 4479808.992 0))",2742461,Verde,Línea,2
"MULTILINESTRING Z ((442010.7512 4476035.242 0,442013.0845 4476035.242 0,442014.6679 4476035.5754 0,442016.0012 4476035.992 0,442017.1679 4476036.9087 0))",2742463,Azul,Línea,2
"MULTILINESTRING Z ((439933.566 4479833.7883 0,439934.6771 4479839.7883 0,439934.7142 4479840.3809 0,439935.0475 4479841.5291 0,439938.0845 4479854.3068 0))",2742464,Verde,Línea,4
"MULTILINESTRING Z ((439938.8623 4479857.1587 0,439942.4919 4479868.8254 0))",2742471,Verde,Línea,2
"MULTILINESTRING Z ((440336.4796 4479890.8007 0,440334.4878 4479888.2986 0))",2742475,Verde,Línea,1
"MULTILINESTRING Z ((440304.7943 4479851.0606 0,440308.0206 4479855.1063 0))",2742476,Verde,Línea,1
"MULTILINESTRING Z ((442019.5845 4476059.1587 0,442021.5012 4476085.8254 0))",2742478,Verde,Línea,4
"MULTILINESTRING Z ((442021.8819 4476092.1913 0,442022.3189 4476098.4289 0))",2742481,Verde,Línea,1
"MULTILINESTRING Z ((442023.3122 4476112.3343 0,442023.9081 4476120.6776 0))",2742483,Verde,Línea,1
"MULTILINESTRING Z ((440372.0862 4479869.2407 0,440367.9454 4479862.0418 0))",2742484,Verde,Línea,2
"MULTILINESTRING Z ((439751.4179 4478403.6587 0,439735.9734 4478394.5476 0))",2742486,Verde,Línea,3
"MULTILINESTRING Z ((440811.2697 4479697.8624 0,440801.1463 4479703.6896 0))",2742489,Verde,Batería,4
"MULTILINESTRING Z ((437144.8345 4473297.6587 0,437179.5012 4473286.0754 0))",2742504,Verde,Línea,7
"MULTILINESTRING Z ((440580.924 4479735.2698 0,440597.4919 4479753.9365 0))",2742506,Verde,Línea,5
"MULTILINESTRING Z ((440621.2039 4479780.6443 0,440627.064 4479787.2451 0))",2742507,Verde,Línea,2
"MULTILINESTRING Z ((440590.5701 4479804.6937 0,440584.1339 4479797.7472 0))",2742509,Verde,Línea,2
"MULTILINESTRING Z ((440549.78 4479761.2863 0,440580.0845 4479793.3686 0))",2742510,Verde,Línea,9
"MULTILINESTRING Z ((440499.6072 4479796.1998 0,440522.6854 4479779.0805 0))",2742512,Verde,Línea,6
"MULTILINESTRING Z ((440376.8994 4479868.7883 0,440383.9734 4479863.2328 0))",2742522,Verde,Línea,1
"MULTILINESTRING Z ((440444.4796 4479881.9365 0,440448.5537 4479889.2451 0))",2742523,Verde,Línea,1
"MULTILINESTRING Z ((440926.2327 4479709.0723 0,440936.7759 4479726.5784 0))",2742524,Verde,Batería,9
"MULTILINESTRING Z ((440790.7265 4479851.097 0,440797.245 4479854.5538 0))",2742526,Verde,Línea,1
"MULTILINESTRING Z ((440757.171 4479833.3192 0,440783.7389 4479847.3933 0))",2742527,Verde,Línea,6
"MULTILINESTRING Z ((440244.8994 4479545.1957 0,440251.7636 4479559.4426 0))",2742539,Verde,Línea,3
"MULTILINESTRING Z ((440252.1092 4479563.7883 0,440250.3561 4479569.4179 0))",2742545,Verde,Línea,1
"MULTILINESTRING Z ((440214.0845 4479610.8007 0,440202.7265 4479630.0105 0))",2742546,Verde,Línea,4
"MULTILINESTRING Z ((440236.7759 4479641.3933 0,440242.208 4479653.9858 0))",2742548,Verde,Línea,2
"MULTILINESTRING Z ((440435.9364 4479512.5291 0,440439.6031 4479535.455 0))",2742549,Verde,Línea,4
"MULTILINESTRING Z ((440422.7265 4479445.1463 0,440409.385 4479419.2122 0))",2742550,Verde,Línea,6
"MULTILINESTRING Z ((440489.9734 4479439.9735 0,440495.1957 4479456.7513 0,440495.529 4479462.5661 0))",2742551,Verde,Línea,5
"MULTILINESTRING Z ((440515.1957 4479587.2698 0,440516.9981 4479598.9241 0))",2742558,Verde,Línea,2
"MULTILINESTRING Z ((440656.4919 4479572.6772 0,440651.3808 4479561.9735 0))",2742567,Verde,Batería,5
"MULTILINESTRING Z ((440631.3767 4479584.3809 0,440648.101 4479580.6937 0))",2742572,Verde,Línea,3
"MULTILINESTRING Z ((440653.1545 4479577.7965 0,440648.2512 4479578.8254 0))",2742574,Verde,Línea,1
"MULTILINESTRING Z ((440607.7636 4479589.5661 0,440624.8747 4479585.813 0))",2742580,Verde,Línea,3
"MULTILINESTRING Z ((440557.0969 4479436.8747 0,440557.6401 4479441.9118 0))",2742588,Verde,Línea,1
"MULTILINESTRING Z ((440629.7512 4479499.7513 0,440634.1586 4479509.3068 0))",2742595,Verde,Línea,2
"MULTILINESTRING Z ((440652.2697 4479547.7513 0,440648.4179 4479539.7513 0))",2742611,Verde,Línea,1
"MULTILINESTRING Z ((440627.171 4479427.9118 0,440631.9364 4479426.0846 0))",2742613,Verde,Línea,1
"MULTILINESTRING Z ((440644.7265 4479421.1875 0,440636.1668 4479424.4797 0))",2742614,Verde,Línea,2
"MULTILINESTRING Z ((437091.4179 4473315.992 0,437113.0012 4473308.8254 0))",2742615,Verde,Línea,4
"MULTILINESTRING Z ((437223.1679 4473240.8254 0,437253.0845 4473230.6587 0))",2742616,Verde,Línea,6
"MULTILINESTRING Z ((441546.0845 4475554.6587 0,441543.1679 4475540.5754 0))",2742618,Azul,Línea,3
"MULTILINESTRING Z ((441540.9179 4475532.9087 0,441534.6679 4475500.492 0))",2742619,Azul,Línea,6
"MULTILINESTRING Z ((441305.3438 4480494.1957 0,441336.3068 4480479.6772 0))",2742621,Verde,Línea,7
"MULTILINESTRING Z ((440898.6771 4479604.6772 0,440903.1216 4479603.4179 0))",2742624,Verde,Línea,1
"MULTILINESTRING Z ((441001.2697 4479624.7883 0,441008.0475 4479635.8994 0))",2742627,Verde,Línea,2
"MULTILINESTRING Z ((443580.0012 4474381.4087 0,443567.6679 4474378.242 0,443556.1679 4474377.992 0,443550.5012 4474378.4087 0))",2742629,Alta Rotación,Línea,6
"MULTILINESTRING Z ((440678.0701 4479616.0021 0,440697.0477 4479656.1276 0))",2742632,Verde,Batería,17
"MULTILINESTRING Z ((440684.3808 4479598.4179 0,440693.4179 4479594.0476 0))",2742635,Azul,Línea,1
"MULTILINESTRING Z ((440701.3191 4479590.2739 0,440703.031 4479589.4509 0))",2742637,Azul,Línea,1
"MULTILINESTRING Z ((440453.2203 4479359.6072 0,440419.7718 4479383.7554 0))",2742644,Azul,Línea,8
"MULTILINESTRING Z ((440655.3685 4479354.8747 0,440651.1957 4479347.0229 0))",2742648,Verde,Línea,1
"MULTILINESTRING Z ((439436.0681 4477186.6361 0,439436.0104 4477185.6644 0,439436.5981 4477183.7525 0))",2742649,Verde,Batería,1
"MULTILINESTRING Z ((440718.9158 4479179.311 0,440744.8253 4479160.4179 0))",2742654,Azul,Batería,12
"MULTILINESTRING Z ((440792.6113 4479396.7431 0,440790.0105 4479387.064 0))",2742655,Verde,Línea,2
"MULTILINESTRING Z ((440755.4755 4479294.8336 0,440751.6401 4479289.8789 0))",2742662,Azul,Línea,1
"MULTILINESTRING Z ((440741.3438 4479276.6772 0,440744.8253 4479281.1463 0))",2742663,Azul,Línea,1
"MULTILINESTRING Z ((441205.1216 4480185.4426 0,441201.8376 4480178.4303 0))",2742699,Verde,Línea,1
"MULTILINESTRING Z ((441228.0599 4480233.3439 0,441220.1833 4480216.8994 0))",2742700,Verde,Línea,3
"MULTILINESTRING Z ((437354.4179 4473142.492 0,437443.7512 4473113.5754 0))",2742701,Verde,Línea,19
"MULTILINESTRING Z ((437342.8345 4473143.4087 0,437381.0845 4473130.742 0))",2742702,Verde,Línea,6
"MULTILINESTRING Z ((441254.6278 4480289.171 0,441245.245 4480269.3933 0))",2742703,Verde,Línea,4
"MULTILINESTRING Z ((441266.471 4480312.1764 0,441283.5802 4480348.7443 0))",2742704,Verde,Línea,8
"MULTILINESTRING Z ((441305.0373 4480395.4577 0,441315.2929 4480417.3254 0))",2742706,Verde,Línea,4
"MULTILINESTRING Z ((441347.2203 4480485.0229 0,441347.2944 4480485.3192 0,441349.4673 4480489.9365 0))",2742707,Verde,Línea,1
"MULTILINESTRING Z ((439990.4302 4478653.4426 0,439987.566 4478656.8254 0))",2742709,Verde,Batería,2
"MULTILINESTRING Z ((439996.6771 4478646.0599 0,439999.0969 4478643.1957 0))",2742710,Verde,Batería,2
"MULTILINESTRING Z ((443638.4179 4476182.5754 0,443634.7512 4476201.992 0))",2742719,Verde,Línea,4
"MULTILINESTRING Z ((443283.4179 4475782.9087 0,443296.3345 4475784.742 0))",2742722,Verde,Línea,2
"MULTILINESTRING Z ((442912.7512 4476111.242 0,442946.0012 4476145.1587 0))",2742724,Azul,Línea,10
"MULTILINESTRING Z ((443601.0012 4477971.6587 0,443586.1679 4478007.992 0))",2742745,Azul,Línea,9
"MULTILINESTRING Z ((443581.5845 4478014.8254 0,443575.5845 4478033.492 0))",2742746,Azul,Batería,9
"MULTILINESTRING Z ((442344.6679 4478221.3254 0,442332.6679 4478235.8254 0))",2742751,Verde,Batería,8
"MULTILINESTRING Z ((440080.1679 4470576.3254 0,440082.1679 4470561.0754 0))",2742755,Verde,Línea,3
"MULTILINESTRING Z ((442371.1957 4478231.8809 0,442365.4734 4478238.7142 0))",2742757,Verde,Línea,2
"MULTILINESTRING Z ((442363.4734 4478241.2698 0,442357.7512 4478248.2142 0))",2742758,Verde,Línea,2
"MULTILINESTRING Z ((442356.4179 4478249.8254 0,442347.2512 4478261.0476 0))",2742759,Verde,Línea,3
"MULTILINESTRING Z ((442370.8345 4478245.6587 0,442356.9179 4478261.1587 0))",2742760,Verde,Batería,8
"MULTILINESTRING Z ((442401.0845 4478225.8254 0,442415.6679 4478226.492 0))",2742773,Verde,Línea,3
"MULTILINESTRING Z ((442395.6679 4478225.4087 0,442399.9179 4478225.8254 0))",2742774,Verde,Línea,1
"MULTILINESTRING Z ((442384.3345 4478225.0754 0,442389.6679 4478225.242 0))",2742775,Verde,Línea,1
"MULTILINESTRING Z ((442375.3345 4478204.1587 0,442374.6679 4478215.0754 0))",2742779,Verde,Línea,2
"MULTILINESTRING Z ((442406.6679 4478198.742 0,442416.4179 4478199.3254 0))",2742780,Verde,Línea,2
"MULTILINESTRING Z ((439805.4549 4481060.455 0,439791.529 4481056.8254 0))",2742781,Verde,Batería,6
"MULTILINESTRING Z ((439785.6319 4481055.278 0,439750.0269 4481045.8789 0))",2742782,Verde,Batería,14
"MULTILINESTRING Z ((442402.1401 4478198.492 0,442388.029 4478197.7698 0))",2742784,Verde,Línea,3
"MULTILINESTRING Z ((442381.029 4478197.4365 0,442386.1401 4478197.6587 0))",2742786,Verde,Línea,1
"MULTILINESTRING Z ((442349.529 4478201.3809 0,442346.3623 4478205.1587 0,442344.1957 4478208.1587 0))",2742792,Verde,Línea,2
"MULTILINESTRING Z ((442340.7512 4478298.492 0,442388.0845 4478337.6587 0))",2742793,Verde,Línea,14
"MULTILINESTRING Z ((442382.1679 4478594.0754 0,442470.7929 4478618.9504 0))",2742794,Verde,Línea,21
"MULTILINESTRING Z ((440143.5845 4475890.992 0,440156.2512 4475889.992 0))",2742796,Verde,Línea,2
"MULTILINESTRING Z ((440478.2574 4478562.8994 0,440486.8006 4478560.3809 0))",2742798,Verde,Línea,1
"MULTILINESTRING Z ((440539.4673 4478544.8254 0,440530.85 4478547.3686 0))",2742807,Verde,Línea,1
"MULTILINESTRING Z ((439263.539 4473948.4218 0,439332.3558 4473946.5467 0))",2742809,Verde,Línea,14
"MULTILINESTRING Z ((439345.2941 4473946.7342 0,439461.1764 4473945.6092 0))",2742810,Verde,Línea,23
"MULTILINESTRING Z ((440557.5496 4478547.6896 0,440570.9158 4478543.8377 0))",2742811,Verde,Línea,3
"MULTILINESTRING Z ((442111.4179 4476140.1587 0,442094.3345 4476141.242 0))",2742814,Verde,Línea,3
"MULTILINESTRING Z ((442116.0012 4476139.9087 0,442129.2512 4476139.0754 0))",2742815,Verde,Línea,3
"MULTILINESTRING Z ((440484.8623 4478481.6772 0,440499.2697 4478478.0105 0))",2742819,Verde,Línea,3
"MULTILINESTRING Z ((440517.529 4478473.3809 0,440503.529 4478476.8809 0))",2742820,Verde,Línea,3
"MULTILINESTRING Z ((440585.2697 4478461.5291 0,440568.7882 4478464.3809 0))",2742826,Verde,Línea,3
"MULTILINESTRING Z ((442121.1679 4475801.6587 0,442122.9179 4475824.5754 0))",2742827,Verde,Batería,8
"MULTILINESTRING Z ((440983.459 4478648.0682 0,440936.2985 4478652.0188 0,440929.138 4478649.7636 0))",2742830,Azul,Línea,11
"MULTILINESTRING Z ((440782.0434 4478596.2492 0,440783.8376 4478602.0928 0))",2742837,Verde,Línea,1
"MULTILINESTRING Z ((442251.5845 4475869.8254 0,442332.3345 4475864.742 0))",2742840,Verde,Batería,30
"MULTILINESTRING Z ((441816.2512 4475715.3254 0,441818.7512 4475735.8254 0))",2742841,Verde,Línea,3
"MULTILINESTRING Z ((439986.0429 4470909.5754 0,439984.6679 4470919.7004 0))",2742842,Verde,Línea,2
"MULTILINESTRING Z ((440751.673 4478461.0229 0,440771.5249 4478525.2698 0))",2742847,Verde,Línea,13
"MULTILINESTRING Z ((442005.3345 4475859.0754 0,442005.5845 4475862.1587 0))",2742848,Verde,Línea,1
"MULTILINESTRING Z ((440822.5043 4478518.5867 0,440820.6278 4478495.492 0))",2742849,Verde,Línea,4
"MULTILINESTRING Z ((440827.1216 4478487.1217 0,440828.566 4478504.7142 0))",2742850,Verde,Línea,4
"MULTILINESTRING Z ((440829.5166 4478516.2328 0,440828.743 4478506.9982 0))",2742851,Verde,Línea,2
"MULTILINESTRING Z ((440815.8212 4478436.0023 0,440817.6648 4478458.7184 0))",2742855,Verde,Línea,4
"MULTILINESTRING Z ((440661.8788 4478521.6429 0,440690.411 4478516.4083 0))",2742859,Verde,Línea,7
"MULTILINESTRING Z ((441937.2512 4475892.242 0,441945.1679 4475891.6587 0))",2742863,Verde,Batería,3
"MULTILINESTRING Z ((441997.0012 4475887.742 0,441948.2512 4475891.4087 0))",2742864,Verde,Batería,19
"MULTILINESTRING Z ((440616.8006 4478460.8994 0,440609.9364 4478462.134 0))",2742865,Verde,Línea,1
"MULTILINESTRING Z ((440723.2203 4478441.7883 0,440704.2327 4478445.1957 0))",2742867,Verde,Línea,4
"MULTILINESTRING Z ((440682.0845 4478449.1957 0,440701.245 4478445.7389 0))",2742868,Verde,Línea,4
"MULTILINESTRING Z ((441213.9858 4478623.9612 0,441216.1586 4478623.7883 0))",2742869,Azul,Batería,1
"MULTILINESTRING Z ((441106.4055 4478515.7225 0,441116.4961 4478514.883 0))",2742870,Verde,Batería,4
"MULTILINESTRING Z ((441161.8459 4478446.8336 0,441163.9035 4478473.6813 0))",2742871,Verde,Batería,10
"MULTILINESTRING Z ((441171.3438 4478445.3068 0,441203.4549 4478442.0846 0))",2742872,Verde,Batería,14
"MULTILINESTRING Z ((441179.4426 4478460.6525 0,441194.8994 4478459.2698 0))",2742873,Verde,Batería,11
"MULTILINESTRING Z ((441963.3345 4476499.242 0,441966.4179 4476541.4087 0))",2742890,Verde,Batería,15
"MULTILINESTRING Z ((445572.0845 4475679.242 0,445584.7512 4475685.9087 0))",2742901,Azul,Línea,3
"MULTILINESTRING Z ((445551.8345 4475665.8254 0,445572.5012 4475677.0754 0))",2742904,Azul,Línea,5
"MULTILINESTRING Z ((442051.3345 4476507.492 0,442050.5012 4476497.1587 0))",2742905,Azul,Línea,2
"MULTILINESTRING Z ((442047.0012 4476447.492 0,442050.3345 4476493.742 0))",2742906,Azul,Línea,9
"MULTILINESTRING Z ((442219.8345 4475680.9087 0,442221.6679 4475706.492 0))",2742926,Verde,Línea,5
"MULTILINESTRING Z ((441623.6679 4476520.492 0,441585.2512 4476439.9087 0))",2742933,Verde,Línea,18
"MULTILINESTRING Z ((441854.5845 4475625.3254 0,441849.4179 4475625.6587 0))",2742944,Verde,Línea,1
"MULTILINESTRING Z ((445317.8345 4476156.0754 0,445310.0845 4476169.0754 0))",2742957,Verde,Batería,6
"MULTILINESTRING Z ((445303.1679 4476181.1587 0,445308.2512 4476172.4087 0))",2742958,Verde,Batería,4
"MULTILINESTRING Z ((445209.7512 4475673.492 0,445264.9179 4475682.242 0))",2742969,Verde,Línea,12
"MULTILINESTRING Z ((445224.5012 4475699.5754 0,445231.0012 4475700.5754 0))",2742980,Verde,Línea,1
"MULTILINESTRING Z ((445240.1679 4475702.0754 0,445261.3345 4475705.242 0))",2742981,Verde,Línea,5
"MULTILINESTRING Z ((444880.4179 4476016.0754 0,444896.1679 4476018.8254 0))",2742990,Azul,Línea,3
"MULTILINESTRING Z ((445336.5012 4475849.492 0,445332.5845 4475856.3254 0))",2742991,Verde,Batería,4
"MULTILINESTRING Z ((445447.0012 4475938.4087 0,445436.0012 4475956.992 0))",2743001,Verde,Batería,9
"MULTILINESTRING Z ((445434.5012 4475959.492 0,445432.0012 4475963.8254 0))",2743008,Verde,Batería,3
"MULTILINESTRING Z ((439009.8357 4475289.6932 0,438975.521 4475337.1336 0,438940.6438 4475387.1993 0))",2743030,Verde,Batería,42
"MULTILINESTRING Z ((439018.7929 4475276.3254 0,439010.5429 4475288.4504 0))",2743031,Verde,Batería,6
"MULTILINESTRING Z ((445499.9179 4475849.0754 0,445493.4179 4475860.1587 0))",2743032,Verde,Línea,3
"MULTILINESTRING Z ((441114.7512 4479406.5754 0,441109.7512 4479410.0754 0))",2743041,Verde,Línea,1
"MULTILINESTRING Z ((441143.5845 4479386.492 0,441120.3345 4479402.6587 0))",2743046,Verde,Línea,6
"MULTILINESTRING Z ((445293.6679 4475921.242 0,445300.8345 4475909.3254 0))",2743051,Verde,Batería,5
"MULTILINESTRING Z ((445487.7512 4475754.242 0,445492.6679 4475756.8254 0))",2743062,Verde,Batería,3
"MULTILINESTRING Z ((444063.0845 4478673.992 0,444095.3345 4478694.492 0))",2743082,Verde,Línea,8
"MULTILINESTRING Z ((440558.1679 4479446.492 0,440559.8345 4479461.3254 0))",2743107,Verde,Línea,3
"MULTILINESTRING Z ((444071.0012 4478765.492 0,444072.8345 4478770.8254 0))",2743115,Verde,Línea,1
"MULTILINESTRING Z ((444082.5845 4478798.9087 0,444090.7512 4478822.4087 0))",2743117,Verde,Línea,5
"MULTILINESTRING Z ((444073.5012 4478772.6587 0,444081.5845 4478796.4087 0))",2743118,Verde,Línea,5
"MULTILINESTRING Z ((444068.6679 4478758.9087 0,444066.3345 4478751.992 0))",2743126,Azul,Línea,1
"MULTILINESTRING Z ((443919.5845 4478974.4087 0,443938.8345 4478995.992 0))",2743127,Verde,Línea,6
"MULTILINESTRING Z ((444041.5012 4478747.9087 0,444005.8345 4478760.742 0))",2743128,Verde,Línea,8
"MULTILINESTRING Z ((444055.1679 4478720.492 0,444060.1679 4478734.9087 0))",2743129,Verde,Línea,3
"MULTILINESTRING Z ((444052.9179 4478714.492 0,444043.7512 4478688.3254 0))",2743133,Verde,Línea,6
"MULTILINESTRING Z ((443974.5012 4478653.4087 0,444033.0012 4478668.492 0,444035.8345 4478669.492 0,444037.0845 4478670.492 0,444038.0845 4478671.9087 0,444042.8345 4478685.6587 0))",2743134,Verde,Línea,18
"MULTILINESTRING Z ((444180.4179 4478693.242 0,444197.6679 4478704.242 0))",2743145,Verde,Línea,4
"MULTILINESTRING Z ((444172.7512 4478677.8254 0,444205.5845 4478698.4087 0))",2743150,Verde,Línea,7
"MULTILINESTRING Z ((444047.8345 4478664.3254 0,444058.7512 4478671.242 0))",2743165,Verde,Batería,5
"MULTILINESTRING Z ((444060.0012 4478669.742 0,444064.0012 4478672.242 0))",2743169,Verde,Batería,2
"MULTILINESTRING Z ((443980.7512 4478647.5754 0,443985.9179 4478648.8254 0))",2743182,Verde,Línea,1
"MULTILINESTRING Z ((443988.4179 4478649.492 0,444002.6679 4478653.242 0))",2743185,Verde,Línea,3
"MULTILINESTRING Z ((444005.0012 4478653.6587 0,444032.3345 4478660.8254 0))",2743186,Verde,Línea,6
"MULTILINESTRING Z ((444035.6679 4478660.5754 0,444037.2512 4478659.742 0,444039.6679 4478657.5754 0,444043.0012 4478654.1587 0))",2743190,Verde,Línea,2
"MULTILINESTRING Z ((444055.5845 4478640.992 0,444044.1679 4478652.9087 0))",2743192,Verde,Línea,4
"MULTILINESTRING Z ((444066.4179 4478629.8254 0,444056.7512 4478639.742 0))",2743193,Verde,Línea,3
"MULTILINESTRING Z ((444218.0012 4478601.1587 0,444203.9179 4478592.242 0))",2743203,Verde,Línea,3
"MULTILINESTRING Z ((444188.0012 4478581.9087 0,444200.7512 4478590.242 0))",2743204,Verde,Línea,3
"MULTILINESTRING Z ((444244.3345 4478607.1587 0,444268.5012 4478622.5754 0))",2743208,Verde,Línea,6
"MULTILINESTRING Z ((444202.2512 4478478.992 0,444247.7512 4478508.3254 0))",2743210,Verde,Línea,10
"MULTILINESTRING Z ((444123.2512 4478484.1587 0,444104.4179 4478513.1587 0))",2743213,Verde,Línea,8
"MULTILINESTRING Z ((444082.4179 4478488.8254 0,444092.4179 4478496.4087 0))",2743216,Verde,Línea,2
"MULTILINESTRING Z ((444095.0012 4478498.4087 0,444100.0845 4478502.3254 0))",2743217,Verde,Línea,1
"MULTILINESTRING Z ((444065.7512 4478476.8254 0,444071.5845 4478481.0754 0))",2743218,Verde,Línea,1
"MULTILINESTRING Z ((444073.5012 4478482.492 0,444078.0012 4478485.742 0))",2743219,Verde,Línea,1
"MULTILINESTRING Z ((443853.2512 4479074.742 0,443844.2512 4479064.1587 0))",2743224,Verde,Línea,2
"MULTILINESTRING Z ((440495.7512 4479467.242 0,440496.0845 4479472.3254 0))",2743234,Verde,Línea,1
"MULTILINESTRING Z ((440496.4179 4479476.6587 0,440498.5012 4479513.8254 0))",2743237,Verde,Línea,8
"MULTILINESTRING Z ((443826.3345 4479052.992 0,443806.7512 4479029.9087 0))",2743242,Verde,Línea,6
